Observation ID,Name,Data Type,Latitude,Longitude,Color,Material,Town,Link to Picture,Open/Closed,Number of People,Price Range (CHF)
G3_PC26,Lavaggio,Retail & Clothing,45.90302833333333,8.905241666666667,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1wIsYy3h-oe5sO_RxKnCsXmQK8eOCCion/view?usp=sharing,Closed,0,N/A
G3_PC27,Fioroia ,Retail & Clothing,45.90202166666666,8.90362,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1lsYGEHgB79wOaGO25JGa-wtBvC5FiR_k/view?usp=sharing,Closed,0,N/A
G3_PC28,WeUnit,Business Services,45.90202166666666,8.90362,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1lsYGEHgB79wOaGO25JGa-wtBvC5FiR_k/view?usp=sharing,Closed,0,N/A
G3_PC29,Luca chirico bike experience,Business Services,45.90181333333333,8.9036,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/10y5uCmOimZTVK2iKcXpxvJo140A923j1/view?usp=sharing,Closed,0,N/A
G3_PC30,Art cafe ,Restaurant,45.901475,8.903296666666668,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1dNYu_OwEpFQ6L0Rm5hOQNfMUbiZSgaRM/view?usp=sharing,Open,3,N/A
G3_PC31,La bellezza e la salute dei tuoi capelli e Della tua pelle,Personal Care and Health,45.90181333333333,8.9036,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/10y5uCmOimZTVK2iKcXpxvJo140A923j1/view?usp=sharing,Closed,0,N/A
G3_PC32,Farmacia ,Personal Care and Health,45.90181333333333,8.9036,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/10y5uCmOimZTVK2iKcXpxvJo140A923j1/view?usp=sharing,Closed,0,N/A
G3_PC33,Immobiliare eresi,Business Services,45.901538333333335,8.903338333333334,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1EOUoQbmpAStsiABG3CUn2NqPzUDQFsF_/view?usp=sharing,Closed,0,N/A
G3_PC34,Autoscuola ,Business Services,45.90150555555555,8.903337500000001,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1VZEiRdI9sVOv6eD2XvWwYHYbyanACogl/view?usp=sharing,Closed,0,N/A
G3_PC35,Dolce Pausa bar pasticceria,Restaurant,45.901511666666664,8.903336666666666,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1P0lA_1XZDujnB5M9gSitMG4Kr4rVA8kH/view?usp=sharing,Open,3,N/A
G3_PC36,Officina Ceresio,Business Services,45.901511666666664,8.903336666666666,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1BtneYgOiAdFqOA5422J-QiyqKZdFCHqi/view?usp=sharing,Closed,0,N/A
G3_PC37,Hotel il canneto,Business Services,45.90275833333333,8.902528333333334,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/13AOJASWOt9O1JnSkSxeqhtZ-iDPtkNFO/view?usp=sharing,Open,4,N/A
G3_PC38,Poste italiane,Business Services,45.902341666666665,8.901989444444444,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1Gp8shZF14wfqjsxAg3Ps26fDxEULoAPf/view?usp=sharing,Open,1,N/A
G3_PC39,Suki sushi ,Restaurant,45.90275833333333,8.902528333333334,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/18vt51kTLmNSAC0DtESTHAAB8nZ1qm_Z0/view?usp=sharing,Open,10,N/A
G3_PC40,Biblioteco porta ceresio,Business Services,45.901425555555555,8.902361111111112,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1fNn47pBTfo53af7DU_Rkifxi2YPYvZog/view?usp=sharing,Closed,0,N/A
G3_PC41,Max mary ,Personal Care and Health,45.902699999999996,8.903055555555556,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1Sjchzmsrd9ZECSpjkAkDAwqhiJe721hf/view?usp=sharing,Open,1,N/A
G3_PC42,Il filo di ariamma,Retail & Clothing,45.90271333333333,8.90325,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1Sjchzmsrd9ZECSpjkAkDAwqhiJe721hf/view?usp=sharing,Closed,0,N/A
G3_L0,Christian Watches,Retail & Clothing,46.52113,6.630819166666667,N/A,N/A,Lausanne,https://drive.google.com/file/d/1nJHjnjDuPHy-uhvC2I6Yk-LTLFaxbZW0/view?usp=sharing,N/A,N/A,1000-5000
G3_L1,Kiosque du grand-pont,Business Services,46.52113,6.630819166666667,N/A,N/A,Lausanne,https://drive.google.com/file/d/1pSwaiXuSEA6BDn_V14QuFkVmmik5ylTh/view?usp=sharing,N/A,N/A,May-70
G3_L2,Baloise,Personal Care and Health,46.52124527777778,6.631021111111112,N/A,N/A,Lausanne,https://drive.google.com/file/d/1-dPOW-IpRBiNHDHVBJJd_kypGmq19-kt/view?usp=sharing,N/A,N/A,N/A
G3_L3,Vaudoise Assurance,Business Services,46.52137638888889,6.630720555555556,N/A,N/A,Lausanne,https://drive.google.com/file/d/1lJpvXnWL7VHUu7OyhLjSiDMxOIawORVY/view?usp=sharing,N/A,N/A,N/A
G3_L4,PhotoVision,Retail & Clothing,46.52141361111111,6.630951389,N/A,N/A,Lausanne,https://drive.google.com/file/d/1sB-bLUW53plsqVE8MTnqMrpGqYzEXx4g/view?usp=sharing,N/A,N/A,2-10000
G3_L5,Sweetch,Business Services,46.52144777777778,6.630950277777778,N/A,N/A,Lausanne,https://drive.google.com/file/d/1T9eXV6Yyr1tfYbIiqsCOnNGpoTDwh2Ua/view?usp=sharing,N/A,N/A,40-140
G3_L6,Jorge Cardoso Chocolaterie,Restaurant,46.5214625,6.631058611111111,N/A,N/A,Lausanne,https://drive.google.com/file/d/1gV09uZySZI7BOkHhiSL_6j75anRLUwJt/view?usp=sharing,N/A,N/A,Feb-50
G3_L7,Intrigo Gelateria Artigianole,Restaurant,46.52149861111111,6.630933611111112,N/A,N/A,Lausanne,https://drive.google.com/file/d/1dQc2ChWsaMGI-wmTgxIR6woGUZ6Dnuwr/view?usp=sharing,N/A,N/A,30-Apr
G3_L8,Estheme Cachemire,Retail & Clothing,46.521565,6.630931666666667,N/A,N/A,Lausanne,https://drive.google.com/file/d/1JY6hEkqiWRWlr-rYhH7vxAqLxcluug_o/view?usp=sharing,N/A,N/A,30-300
G3_L9,Coccinelle Café,Restaurant,46.52167333333333,6.630810555555556,N/A,N/A,Lausanne,https://drive.google.com/file/d/1xLDGmpCSNwE4bn7sD4Q_cY0rS5IVBLvM/view?usp=sharing,N/A,N/A,5.50-28.50
G3_L10,Carnier Caiffure,Personal Care and Health,46.5217575,6.631034166666667,N/A,N/A,Lausanne,https://drive.google.com/file/d/1C3pHrgzdYBvF7xiuOTllZpH-p9D7bAQg/view?usp=sharing,N/A,N/A,16-245
G3_L11,Lulu & Nenette,Personal Care and Health,46.52174083333333,6.631027222222222,N/A,N/A,Lausanne,https://drive.google.com/file/d/1tNUPS1AE-ggVjGpOKu9Y5YTqK5jpdTEz/view?usp=sharing,N/A,N/A,100-500
G3_L12,Manor,Retail & Clothing,46.522193333333334,6.631365555555556,N/A,N/A,Lausanne,https://drive.google.com/file/d/1BQSr-ZIbu1yh5TxDLIVLPINGGTZCIs3M/view?usp=sharing,N/A,N/A,10-500
G3_L13,Beyouty Salon,Personal Care and Health,46.52184888888889,6.630930555555556,N/A,N/A,Lausanne,https://drive.google.com/file/d/1le_Woi0ckmxEfTFGXUmzx7nlHMng-uOU/view?usp=sharing,N/A,N/A,10-100
G3_L14,Bijouterie Grand St-Jean,Retail & Clothing,46.521854166666664,6.630881111111112,N/A,N/A,Lausanne,https://drive.google.com/file/d/1lhJa2T79mTaArzy5DLkiLveTYj2xEVaB/view?usp=sharing,N/A,N/A,100-2000
G3_L15,We,Retail & Clothing,46.52184305555556,6.630819166666667,N/A,N/A,Lausanne,https://drive.google.com/file/d/18DFKtcwjpI7QHz5LYOfkrzEoVNqVJC5a/view?usp=sharing,N/A,N/A,10-300
G3_L16,Krispy Kreme,Restaurant,46.5217825,6.630716666666667,N/A,N/A,Lausanne,https://drive.google.com/file/d/1d29Lcowh_n4h0kfiB3XrY5_wPHeaPU22/view?usp=sharing,N/A,N/A,2.50-50
G3_L17,Amavita Conod,Personal Care and Health,46.52180722222222,6.630519444444445,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Fzmg5jMC45xz8vtT0JH_0_4UfG8R0sUo/view?usp=sharing,N/A,N/A,5-100
G3_L18,Etam Pariss,Retail & Clothing,46.52188722222222,6.6305258333333335,N/A,N/A,Lausanne,https://drive.google.com/file/d/1du7InLAxJa4g3XVKtY5EFk1Qf_IsmC2i/view?usp=sharing,N/A,N/A,20-200
G3_L19,Animshop,Retail & Clothing,46.52196722222222,6.630789444444445,N/A,N/A,Lausanne,https://drive.google.com/file/d/11XLy-h-W0Vp0jqmLD6OPL2H6Lo6X5i5b/view?usp=sharing,N/A,N/A,5-500
G3_L20,Drafil,Retail & Clothing,46.5220625,6.630676666666667,N/A,N/A,Lausanne,https://drive.google.com/file/d/1cBJqE-ktgln7cC0oVr_121poTiNo828h/view?usp=sharing,N/A,N/A,10-1000
G3_L21,Oakberry Açaí,Restaurant,46.521948888888886,6.6304686111111115,N/A,N/A,Lausanne,https://drive.google.com/file/d/1IhfvFgctWeefp6NgHwrfKT1OyrLtaiRM/view?usp=sharing,N/A,N/A,20-Mar
G3_L22,Bluety,Retail & Clothing,46.52209527777778,6.630481389,N/A,N/A,Lausanne,https://drive.google.com/file/d/1ShKzJ4u95Ls4Vq1B1bhFr6oGqr1zOoI_/view?usp=sharing,N/A,N/A,100-10000
G3_L23,Lyca Mobile Presse Souvenirs,Retail & Clothing,46.52218027777778,6.630505833333334,N/A,N/A,Lausanne,https://drive.google.com/file/d/1JJ-YyVf8vJ_O73KXDHiQwddDfrr5W1rx/view?usp=sharing,N/A,N/A,Jan-50
G3_L24,Tally Weijl,Retail & Clothing,46.52218027777778,6.630505833333334,N/A,N/A,Lausanne,https://drive.google.com/file/d/18g19LBz4N3nL6qCEQP629LFX1EOhPc1X/view?usp=sharing,N/A,N/A,10-200
G3_L25,Salt.,Business Services,46.52227333333333,6.630448333333334,N/A,N/A,Lausanne,https://drive.google.com/file/d/1gAmXxh7nqk6Hp6GdvGkqDBlA0j5cF5mY/view?usp=sharing,N/A,N/A,19.95-1899
G3_L26,McDonald’s,Restaurant,46.522547777777774,6.630612500000001,N/A,N/A,Lausanne,https://drive.google.com/file/d/1qpmZIo6DNZiZUzNFat4rMIi-TYFM30gs/view?usp=sharing,N/A,N/A,Feb-40
G3_L27,Subdued,Retail & Clothing,46.52257222222222,6.630834444444445,N/A,N/A,Lausanne,https://drive.google.com/file/d/1OnCG-UCenIGoem4XWHPTSRvAh3nAl_fC/view?usp=sharing,N/A,N/A,10-400
G3_L28,Maison Buet Lausanne,Restaurant,46.522439722222224,6.631008888888889,N/A,N/A,Lausanne,https://drive.google.com/file/d/1m7NuOxYjAv0jC_4yxIdvtmFEq1nAKyUO/view?usp=sharing,N/A,N/A,Feb-55
G3_L29,Doodah,Retail & Clothing,46.52264888888889,6.631091944444445,N/A,N/A,Lausanne,https://drive.google.com/file/d/119lASIksV37ZTNP0xF1K0bBuTM3minxV/view?usp=sharing,N/A,N/A,30-2000
G3_L30,Kuoni,Business Services,46.522505,6.631151388888889,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Y6TTnX7XPQx3K1UX5pRkIm-7QbSbff7T/view?usp=sharing,N/A,N/A,N/A
G3_L31,Amplifon,Business Services,46.52256972222222,6.631280555555556,N/A,N/A,Lausanne,https://drive.google.com/file/d/10DHdALT3C3U4rEO_xZ9MmlpM8Lu_AFMv/view?usp=sharing,N/A,N/A,N/A
G3_L32,Bolia.com,Retail & Clothing,46.52264361111111,6.631178611111111,N/A,N/A,Lausanne,https://drive.google.com/file/d/1i9o-hiYQ1SR_abHJrk6L1i9H3nXM_JO2/view?usp=sharing,N/A,N/A,100-20000
G3_L33,Crazy Wolf,Restaurant,46.52254972222222,6.631293055555556,N/A,N/A,Lausanne,https://drive.google.com/file/d/18217MhJKao1iw7mchAssy0FLMHrFz_tp/view?usp=sharing,N/A,N/A,16-30
G3_L34,Savoréa Saveurs & Créations,Restaurant,46.52252055555555,6.631320555555556,N/A,N/A,Lausanne,https://drive.google.com/file/d/1BOtSmewcaw4KS4JLntFL2YrgLpav94SH/view?usp=sharing,N/A,N/A,Feb-50
G3_L35,New BeadBox,Retail & Clothing,46.522779166666666,6.631325277777778,N/A,N/A,Lausanne,https://drive.google.com/file/d/1IAXWVpz6-hMIdvmjWcp7aSjSqR56ACaQ/view?usp=sharing,N/A,N/A,10-300
G3_L36,Foot Locker,Retail & Clothing,46.52263027777778,6.631545277777779,N/A,N/A,Lausanne,https://drive.google.com/file/d/1McWtk-vzUQ3A_CFZ0nUsusKLDKEhKgjv/view?usp=sharing,N/A,N/A,100-600
G3_L37,Assos,Retail & Clothing,46.52272111111111,6.631341666666668,N/A,N/A,Lausanne,https://drive.google.com/file/d/1-jMOyI3bk57bovCAQKrVz3RvlG8hZul7/view?usp=sharing,N/A,N/A,109-5000
G3_L38,Mobilezone,Retail & Clothing,46.52267888888889,6.6315711111111115,N/A,N/A,Lausanne,https://drive.google.com/file/d/1yN1CnZSiRCqQCwYkhHxfr-evbN8brpAL/view?usp=sharing,N/A,N/A,19-2000
G3_L39,Aeschbach,Retail & Clothing,46.52289777777778,6.631445,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Y3nBWYeiQeBLobt0R3An7rMYMDG4UceN/view?usp=sharing,N/A,N/A,20-500
G3_L40,Perosa Dessous Fashion,Retail & Clothing,46.52283444444444,6.631755833333334,N/A,N/A,Lausanne,https://drive.google.com/file/d/112rYKSQSrvDID75l-fDzgYE2m2zFgqGo/view?usp=sharing,N/A,N/A,20-300
G3_L41,Fun Case,Retail & Clothing,46.52274416666667,6.631667222222223,N/A,N/A,Lausanne,https://drive.google.com/file/d/1LL6JwSrWHc64-rITSjg0FH8_5RpUIX58/view?usp=sharing,N/A,N/A,20-2000
G3_L42,Pylones,Retail & Clothing,46.52296861111111,6.631545277777779,N/A,N/A,Lausanne,https://drive.google.com/file/d/1C0LqpbipP4j--8OARaEXisx5BP9FwdeS/view?usp=sharing,N/A,N/A,5-100
G3_L43,Sun Store,Personal Care and Health,46.52296472222222,6.631820833333334,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Wwyvtv3Bt2u4DdcoNESjGb6v6PRE6OUb/view?usp=sharing,N/A,N/A,10-200
G3_L44,Undiz,Retail & Clothing,46.52300527777778,6.631600277777778,N/A,N/A,Lausanne,https://drive.google.com/file/d/1zNudcn2eE_KDbLWBz3LJ-XV3DZYKI3BU/view?usp=sharing,N/A,N/A,10-200
G3_L45,L’Ecritoire designVivishop,Retail & Clothing,46.522259999999996,6.635984722222222,N/A,N/A,Lausanne,https://drive.google.com/file/d/1coGWt9AGosHp7MyOskjbehtKt7qr1T-e/view?usp=sharing,N/A,N/A,2-500
G3_L46,ViviShop,Retail & Clothing,46.522145,6.636113611111111,N/A,N/A,Lausanne,https://drive.google.com/file/d/1VZBuFWfifUumsWA22s55P6vTmj6SZqad/view?usp=sharing,N/A,N/A,30-500
G3_L47,Creation Naphta Line,Retail & Clothing,46.522286666666666,6.636189444444444,N/A,N/A,Lausanne,https://drive.google.com/file/d/196L6IL7gaCUNjy3GrIfuOpVwk5I9ctiF/view?usp=sharing,N/A,N/A,10-200
G3_L48,Cafe de l’eveche,Restaurant,46.52194444444444,6.636036111,N/A,N/A,Lausanne,https://drive.google.com/file/d/1qBZC5Kx4_AdZcaOzpt9JiuKA5xHLlBbw/view?usp=sharing,N/A,N/A,Apr-50
G3_L49,Bagha,Restaurant,46.521701944444445,6.6361036111111105,N/A,N/A,Lausanne,https://drive.google.com/file/d/1tcKIQUnTMUJf_rkg2QI4896dGvrdJrIO/view?usp=sharing,N/A,N/A,30-May
G3_L50,Tabac Bessières,Business Services,46.52166638888889,6.636038611,N/A,N/A,Lausanne,https://drive.google.com/file/d/1VFrrlareGMcEleJ0N0SuW3omzhnEFW8q/view?usp=sharing,N/A,N/A,Feb-50
G3_L51,Montres Anciennes,Retail & Clothing,46.52166638888889,6.636038611,N/A,N/A,Lausanne,https://drive.google.com/file/d/1HAlKTHaU4-40B-2kb9sbZppyJvMnDhdo/view?usp=sharing,N/A,N/A,40-400
G3_L52,Bijoux Marin arqent,Retail & Clothing,46.52166638888889,6.636038611,N/A,N/A,Lausanne,https://drive.google.com/file/d/1HlrLoiw0sNl4Z2my8t64BswWQcCl90kk/view?usp=sharing,N/A,N/A,50-1000
G3_L53,Chez Maud,Restaurant,46.52160305555555,6.636354999999999,N/A,N/A,Lausanne,https://drive.google.com/file/d/1bT4JUOkoCQD_3lDVKBl0c1xV1aS0Zk9T/view?usp=sharing,N/A,N/A,May-50
G3_L54,Raw Unique Iconic,Retail & Clothing,46.52153666666666,6.634504166666666,N/A,N/A,Lausanne,https://drive.google.com/file/d/1QgS97qsjpajdJ78Z-h7xtB-zk7Bbi-O1/view?usp=sharing,N/A,N/A,30-150
G3_L55,Viceversa,Retail & Clothing,46.52183972222222,6.634017222222222,N/A,N/A,Lausanne,https://drive.google.com/file/d/1QgS97qsjpajdJ78Z-h7xtB-zk7Bbi-O1/view?usp=sharing,N/A,N/A,100-500
G3_L56,Creperie La Chandeleur,Restaurant,46.52166444444445,6.634816388888888,N/A,N/A,Lausanne,https://drive.google.com/file/d/1RxfWZhhHp_sHg20N3MD7hYz5LugiEWWg/view?usp=sharing,N/A,N/A,May-50
G3_L57,APEF (association pour l’entraide familiale),Business Services,46.52169833333333,6.634521111111111,N/A,N/A,Lausanne,https://drive.google.com/file/d/18ABAXKbVZ_bM_-zcA8RF9PNF_QBoZz49/view?usp=sharing,N/A,N/A,N/A
G3_L58,Marelle,Retail & Clothing,46.52182138888889,6.634310277777777,N/A,N/A,Lausanne,https://drive.google.com/file/d/1O0BDHrAXSf05yfWwKC3wRaSztWn7Gmfr/view?usp=sharing,N/A,N/A,10-500
G3_L59,Laboratori (60),Retail & Clothing,46.521638055555556,6.633976111111111,N/A,N/A,Lausanne,https://drive.google.com/file/d/1F5p9myeqlMUzrnrcveauvuc74mhjpgki/view?usp=sharing,N/A,N/A,20-200
G3_L60,Atelier Des Gourmands,Restaurant,46.52164638888889,6.6342075,N/A,N/A,Lausanne,https://drive.google.com/file/d/1-LXwi3ET0elqD6YFba38SoUq1Nuagdeb/view?usp=sharing,N/A,N/A,5-100
G3_L61,Durig Chocolatier,Restaurant,46.52186,6.634106111111111,N/A,N/A,Lausanne,https://drive.google.com/file/d/1tFdC0vl9HIYGPgknUVaVWMTEa-WVTDCQ/view?usp=sharing,N/A,N/A,2-200
G3_L62,Globus,Retail & Clothing,46.52172972222222,6.634001388888889,N/A,N/A,Lausanne,https://drive.google.com/file/d/1olTiIXa5oULOU114n3_PzjDKdJ8olQFW/view?usp=sharing,N/A,N/A,10-200
G3_L63,Walpurgis,Retail & Clothing,46.52186222222222,6.633977222222222,N/A,N/A,Lausanne,https://drive.google.com/file/d/1olTiIXa5oULOU114n3_PzjDKdJ8olQFW/view?usp=sharing,N/A,N/A,20-200
G3_L64,Collection 66,Retail & Clothing,46.52190888888889,6.633959166666666,N/A,N/A,Lausanne,https://drive.google.com/file/d/14qHoia3XI-oar86tOaOPADyMu1VSdJUW/view?usp=sharing,N/A,N/A,20-200
G3_L65,D’Luxe,Retail & Clothing,46.52191388888889,6.633950555555555,N/A,N/A,Lausanne,https://docs.google.com/spreadsheets/d/1b9DfB862_zUhfKlTt7ZDIZJj81s4pbzpJ3Dw35hL0rA/edit?usp=sharing,N/A,N/A,20-200
G3_L66,Jérôme Coiffure,Personal Care and Health,46.52191527777778,6.633769166666666,N/A,N/A,Lausanne,https://drive.google.com/file/d/1vGzNu6SyG0o1Vi3NEDh47KvwRK-aW6de/view?usp=sharing,N/A,N/A,10-100
